tiempo,frontal_der,frontal_izq,diagonal_der,diagonal_izq,lateral_der,lateral_izq,trasero_der,trasero_izq,encoder_izq,encoder_der
38.400,194.93,340.04,68.30,167.75,70.52,73.03,67.90,65.75,109.8812,102.5273
38.432,216.12,369.97,68.50,194.55,64.10,68.14,67.59,63.51,109.9816,102.6278
38.464,265.98,502.39,70.74,238.98,69.03,69.28,66.09,65.09,110.0758,102.7220
38.496,305.87,711.03,66.19,286.02,66.61,65.99,61.46,65.54,110.1700,102.8162
38.528,317.61,1116.41,67.04,373.25,70.57,62.28,70.57,67.12,110.2517,102.7722
38.560,278.79,1104.01,67.07,396.23,68.91,66.37,66.53,69.80,110.3333,102.7220
38.592,234.59,1032.62,70.77,458.90,71.19,68.92,64.53,67.11,110.4087,102.6717
38.624,215.24,1145.30,72.94,574.31,71.00,64.60,67.73,67.12,110.4903,102.6278
38.656,195.16,1179.29,65.68,786.91,66.17,71.56,67.50,68.53,110.5720,102.5775
38.688,164.53,1158.19,74.93,1113.90,70.36,66.94,70.04,64.26,110.6536,102.5273
38.720,146.87,1121.40,67.02,1412.94,64.55,65.58,74.90,71.02,110.7290,102.4833
38.752,66.79,1074.10,67.13,1558.84,64.74,63.34,70.03,64.46,110.8106,102.4331
38.784,67.02,1031.19,66.89,1702.43,67.38,105.06,66.31,67.09,110.8922,102.3828
38.816,67.73,908.48,68.60,1826.14,64.30,131.82,69.69,61.99,110.9676,102.3389
38.848,61.32,633.05,63.42,1795.96,71.08,145.22,68.69,69.22,111.0492,102.2886
38.880,68.08,559.20,69.23,1905.59,68.82,160.58,68.83,69.06,111.1309,102.2384
38.912,62.16,411.99,65.20,1942.12,66.31,216.24,65.76,68.79,111.2565,102.1128
38.944,74.91,316.52,66.29,1907.80,63.60,309.92,64.74,69.50,111.3884,101.9872
38.976,68.40,245.40,68.72,1812.01,70.90,377.03,67.06,61.22,111.5140,101.8553
39.008,65.84,188.57,66.96,1699.80,68.43,476.87,66.70,69.58,111.5956,101.8114
39.040,61.20,163.38,70.03,1598.22,68.46,547.14,65.50,67.37,111.6710,101.7611
39.072,72.72,72.85,67.67,1491.07,71.28,592.13,61.12,67.26,111.7526,101.7172
39.104,67.52,70.36,67.45,1292.13,66.61,722.64,66.82,67.48,111.8342,101.6669
39.136,68.13,62.40,62.78,1037.41,65.50,953.58,62.95,68.87,111.9159,101.6167
39.168,66.61,73.15,72.39,786.66,67.15,1154.30,66.20,64.94,111.9912,101.5727
39.200,61.08,67.02,63.04,562.31,63.67,1262.72,65.48,65.63,112.0729,101.5225
39.232,68.18,68.24,70.59,468.83,62.98,1374.51,75.91,70.92,112.1545,101.4722
39.264,66.84,68.77,66.24,376.70,67.63,1396.63,70.07,66.48,112.2362,101.4283
39.296,64.07,66.27,61.32,370.39,68.63,1409.49,66.47,69.86,112.3304,101.4911
39.328,68.38,66.10,68.21,352.94,67.48,1422.26,65.55,68.25,112.4246,101.5539
39.360,69.46,67.25,71.99,350.64,62.84,1436.02,64.27,62.95,112.5188,101.6167
39.392,74.71,65.61,72.59,340.48,69.11,1444.40,64.48,71.06,112.6192,101.6795
39.424,72.00,64.09,62.83,324.95,67.17,1470.46,66.72,69.91,112.7134,101.7486
39.456,64.02,66.69,68.26,308.24,68.69,1476.55,69.16,66.71,112.8076,101.8114
39.488,60.93,67.24,64.58,68.02,68.40,1455.74,65.42,65.01,112.9018,101.8742
39.520,68.67,73.16,65.49,71.80,71.16,1449.85,65.72,67.21,113.0023,101.9370
39.552,67.29,62.53,68.94,67.21,69.76,1456.29,61.17,65.14,113.0965,101.9998
39.584,66.89,64.60,67.80,65.81,60.73,1476.55,64.42,69.47,113.1907,102.0688
39.616,68.85,64.77,68.63,70.01,70.34,1472.40,65.22,68.57,113.2912,102.1316
39.648,66.04,70.58,67.62,63.60,62.42,1470.16,66.51,64.80,113.3854,102.1944
39.680,63.77,66.81,66.11,69.80,65.31,1448.38,61.91,70.54,113.4796,102.2572
39.712,68.91,66.46,70.40,68.13,73.45,1424.16,74.75,69.14,113.5738,102.3200
39.744,64.11,64.31,60.58,61.00,65.18,1406.67,64.76,86.70,113.6743,102.3828
39.776,62.81,62.84,66.36,67.26,68.79,1378.23,67.39,95.42,113.7685,102.4519
39.808,64.33,68.36,64.46,69.97,76.46,1320.91,63.07,99.16,113.8627,102.5147
39.840,63.61,69.80,69.76,71.60,68.75,1301.15,67.54,102.14,113.9569,102.5775
39.872,64.78,73.24,70.54,72.12,65.31,1192.19,64.98,108.57,114.0574,102.6403
39.904,59.96,64.14,62.96,69.19,64.16,1115.81,63.63,111.12,114.1516,102.7031
39.936,67.50,67.42,63.91,71.74,65.39,1132.70,64.90,115.08,114.2458,102.7722
39.968,66.37,64.22,69.45,67.15,66.65,993.29,72.74,111.54,114.3462,102.8350
40.000,66.21,69.83,64.50,68.54,66.29,76.73,64.66,113.47,114.4404,102.8978
40.032,66.11,64.40,70.10,67.85,64.50,67.53,71.77,114.99,114.5346,102.9920
40.064,70.71,67.76,69.56,64.43,70.46,66.72,68.98,115.93,114.6288,103.0925
40.096,63.35,68.53,73.41,70.77,66.24,62.88,73.78,111.89,114.7293,103.1867
40.128,68.00,66.36,63.77,64.14,62.30,69.68,64.70,106.78,114.8235,103.2809
40.160,73.25,65.38,67.47,65.02,65.76,65.37,70.58,103.09,114.9177,103.3751
40.192,69.34,64.73,64.06,68.71,63.59,66.60,68.13,109.53,115.0182,103.4756
40.224,66.27,61.93,59.60,66.44,63.73,70.84,70.73,102.31,115.1124,103.5698
40.256,68.71,70.36,64.07,71.47,63.90,61.66,66.55,105.63,115.2066,103.6640
40.288,64.16,62.07,70.59,66.69,65.74,68.53,61.59,97.89,115.3008,103.7582
40.320,71.76,65.39,69.94,74.91,65.00,65.41,69.86,94.22,115.4013,103.8586
40.352,68.43,66.49,68.80,69.18,65.51,67.23,63.41,99.50,115.4955,103.9528
40.384,64.43,68.36,67.03,67.42,70.30,70.93,69.63,92.70,115.5897,104.0470
40.416,66.57,68.18,67.99,65.23,65.52,67.47,64.61,98.43,115.6839,104.1475
40.448,62.62,70.88,74.87,67.54,70.64,62.38,66.37,83.53,115.7844,104.2417
40.480,68.02,68.63,70.18,62.81,66.58,64.24,68.96,81.45,115.8786,104.3359
40.512,67.77,69.56,70.17,60.30,72.93,70.68,66.99,79.35,115.9728,104.4301
40.544,68.68,64.70,72.00,66.38,64.11,72.09,64.88,80.42,116.0732,104.5306
40.576,66.16,65.94,73.83,66.55,70.84,73.34,68.23,69.91,116.1674,104.6248
40.608,66.64,64.81,66.76,63.52,70.49,63.88,65.94,76.59,116.2616,104.7190
40.640,59.15,66.93,73.42,66.88,59.90,64.29,63.59,68.13,116.3558,104.8132
40.672,68.22,67.68,74.74,71.18,61.82,61.69,65.97,69.31,116.4563,104.9137
40.704,62.68,70.96,61.56,67.11,67.63,71.84,64.26,69.54,116.5505,105.0079
40.736,64.51,65.67,65.90,68.33,70.15,68.07,61.04,68.38,116.6447,105.1021
40.768,69.23,70.60,63.93,65.95,67.92,58.52,66.85,71.51,116.7389,105.2026
40.800,68.57,66.85,66.27,69.53,72.17,66.20,73.79,67.11,116.8394,105.2968
40.832,65.14,65.53,61.66,69.60,67.77,65.42,66.02,68.84,116.9336,105.3910
40.864,62.16,67.61,64.73,64.23,64.52,71.48,71.06,62.99,117.0278,105.4852
40.896,67.21,75.26,67.65,63.63,71.01,64.89,72.52,71.54,117.1283,105.5856
40.928,68.56,59.32,69.91,68.38,66.48,66.95,66.81,74.78,117.2225,105.6798
40.960,66.30,73.09,69.77,70.66,72.24,75.66,65.27,66.31,117.3167,105.7740
40.992,66.58,70.10,72.44,68.88,71.22,70.83,69.16,70.99,117.4109,105.8682
41.024,64.44,58.55,73.26,68.35,69.20,61.94,70.73,71.34,117.5114,105.9687
41.056,71.52,66.24,66.39,72.03,70.85,67.61,61.23,69.20,117.6056,106.0629
41.088,67.79,63.80,68.64,64.64,70.90,73.43,67.72,64.16,117.6998,106.1571
41.120,64.86,65.41,62.53,71.78,66.47,68.05,69.45,69.96,117.7940,106.2576
41.152,67.74,66.10,66.72,70.15,66.67,66.58,65.73,65.80,117.8944,106.3518
41.184,65.40,70.42,66.57,65.72,72.47,68.68,65.14,66.03,117.9886,106.4460
41.216,65.80,73.03,65.06,70.79,68.43,71.16,71.67,67.77,118.0828,106.5402
41.248,62.76,68.75,67.92,65.27,68.17,70.81,65.49,65.70,118.1833,106.6407
41.280,66.84,58.80,67.75,61.10,64.04,64.91,69.64,69.32,118.2775,106.7349
41.312,65.19,67.20,68.54,69.38,64.36,70.07,64.89,60.86,118.3717,106.8291
41.344,70.69,68.40,66.68,71.90,68.60,65.09,68.81,70.12,118.4659,106.9296
41.376,62.17,66.21,67.22,65.81,68.83,62.03,61.20,64.04,118.5664,107.0238
41.408,65.28,63.72,70.79,67.92,67.26,67.02,65.37,69.82,118.6606,107.1180
41.440,63.73,68.48,63.56,71.41,68.39,66.28,68.65,69.91,118.7548,107.2122
41.472,65.36,66.34,66.84,76.20,63.49,72.58,65.25,73.49,118.8553,107.3126
41.504,62.36,65.14,66.77,65.84,63.51,64.00,71.30,69.70,118.9495,107.4068
41.536,68.46,64.57,69.13,62.63,69.99,68.65,68.80,67.50,119.0437,107.5010
41.568,69.52,72.76,63.29,74.27,64.60,69.01,67.67,69.09,119.1379,107.5952
41.600,69.27,65.43,72.67,68.58,68.60,66.50,64.32,69.21,119.2384,107.6957
41.632,65.35,75.31,68.11,63.17,68.37,63.70,59.61,69.39,119.3326,107.7899
41.664,65.55,65.26,70.46,68.55,66.16,66.39,68.27,67.46,119.4268,107.8841
41.696,58.36,65.54,70.84,72.57,66.75,69.60,69.82,64.50,119.5210,107.9846
41.728,66.60,70.01,66.04,70.58,71.57,76.30,67.65,71.99,119.6214,108.0788
41.760,65.54,66.94,64.59,72.26,76.95,68.65,68.23,69.52,119.7156,108.1730
41.792,73.64,70.31,73.64,67.28,70.44,63.82,70.23,67.24,119.8098,108.2672
41.824,66.13,68.93,67.42,68.34,77.83,69.13,65.64,67.37,119.9103,108.3677
41.856,64.29,65.19,71.70,67.28,81.07,65.66,71.66,65.69,120.0045,108.4619
41.888,68.81,62.44,72.92,69.62,80.27,64.51,66.54,69.77,120.0987,108.5561
41.920,65.45,71.10,63.99,67.80,76.12,68.26,64.86,72.64,120.1929,108.6503
41.952,65.39,70.64,65.81,66.88,82.27,61.08,63.17,70.53,120.2934,108.7508
41.984,63.18,66.63,72.68,63.54,77.83,67.10,65.24,61.01,120.3876,108.8450
42.016,70.66,65.10,67.07,65.42,81.06,68.36,67.24,61.78,120.4818,108.9392
42.048,72.37,65.90,65.69,67.17,82.58,67.20,65.74,69.97,120.5760,109.0396
42.080,63.87,64.53,66.83,70.64,81.34,64.12,68.65,65.67,120.6765,109.1338
42.112,67.55,68.41,67.57,68.76,88.51,68.05,64.22,60.88,120.7707,109.2280
42.144,62.61,62.96,70.72,68.43,92.47,67.22,72.51,66.92,120.8649,109.3222
42.176,63.77,69.69,66.56,70.54,93.79,72.02,68.75,63.88,120.9654,109.4227
42.208,69.20,63.65,63.99,71.79,90.21,57.17,62.62,67.63,121.0596,109.5169
42.240,72.05,65.35,70.37,70.85,95.41,66.54,65.01,71.59,121.1538,109.6111
42.272,65.02,65.83,66.07,69.11,96.03,63.80,62.05,72.05,121.2480,109.7053
42.304,69.37,66.96,64.82,64.61,63.52,66.95,66.57,65.39,121.3484,109.8058
42.336,65.71,70.79,69.76,72.36,66.20,68.02,66.69,66.12,121.4426,109.9000
42.368,70.67,67.26,61.03,67.89,73.44,67.07,72.16,65.13,121.5368,109.9942
42.400,66.70,68.19,70.18,64.98,69.90,69.16,71.35,63.29,121.6310,110.0947
42.432,68.17,63.02,64.56,68.40,63.62,60.09,66.54,64.59,121.7315,110.1889
42.464,66.29,72.17,69.56,67.20,67.39,67.29,60.19,69.76,121.8257,110.2831
42.496,68.46,69.88,67.28,64.38,71.26,66.00,65.99,61.24,121.9199,110.3773
42.528,68.58,65.37,64.71,66.22,65.48,61.83,70.21,72.79,122.0204,110.4778
42.560,67.91,70.84,64.97,66.17,71.97,69.36,64.54,67.95,122.1146,110.5720
42.592,73.48,66.75,68.27,74.86,66.52,68.41,72.77,68.81,122.2088,110.6662
42.624,65.49,67.83,65.93,63.05,72.18,65.85,66.59,68.40,122.3030,110.7666
42.656,65.42,67.35,69.75,68.21,70.72,68.85,66.95,62.24,122.4035,110.8608
42.688,69.16,68.65,73.64,65.35,67.47,76.02,65.44,66.73,122.4977,110.9550
42.720,67.29,66.90,69.49,74.43,66.50,73.01,68.27,69.17,122.5919,111.0492
42.752,66.90,74.44,65.39,71.95,70.09,69.43,67.82,63.11,122.6924,111.1497
42.784,69.09,62.36,65.75,67.44,60.75,70.67,70.80,67.87,122.7866,111.2439
42.816,63.47,67.53,67.21,69.23,65.94,71.77,69.63,68.36,122.8808,111.3381
42.848,68.28,59.89,64.41,62.20,64.49,64.13,65.73,68.97,122.9750,111.4323
42.880,67.67,66.14,67.86,62.49,69.55,68.88,73.00,67.97,123.0754,111.5328
42.912,71.21,59.90,68.22,65.68,70.49,66.94,64.13,68.48,123.1696,111.6270
42.944,67.52,63.28,68.26,66.57,64.12,73.82,67.31,62.65,123.2638,111.7212
42.976,65.88,65.31,68.11,62.43,67.67,70.96,69.96,65.72,123.3580,111.8217
43.008,66.77,70.80,71.39,62.84,62.65,63.54,68.92,70.82,123.4585,111.9159
43.040,70.55,69.27,66.08,70.52,66.62,60.93,68.40,63.60,123.5527,112.0101
43.072,66.48,67.71,66.48,71.16,71.08,71.19,70.23,68.88,123.6469,112.1043
43.104,71.43,68.49,63.42,65.31,69.66,69.17,63.18,73.11,123.7474,112.2048
43.136,72.60,61.87,66.88,63.72,62.66,60.13,71.20,65.52,123.8416,112.2990
43.168,67.51,64.12,64.68,66.92,65.36,70.71,65.10,61.60,123.9358,112.3932
43.200,61.77,67.60,67.48,69.51,61.63,65.00,66.83,74.27,124.0300,112.4874
43.232,69.38,72.66,65.22,63.81,66.25,68.42,68.16,61.75,124.1305,112.5878
43.264,70.93,71.51,68.07,65.67,69.17,68.60,65.08,70.35,124.2247,112.6820
43.296,63.32,66.63,71.38,66.99,65.13,70.11,68.44,65.02,124.3189,112.7762
43.328,67.95,72.37,65.17,61.04,72.03,69.41,66.62,67.59,124.4131,112.8767
43.360,65.51,61.16,67.09,68.94,68.39,72.93,66.92,58.87,124.5136,112.9709
43.392,74.09,72.10,63.49,70.64,68.33,67.71,72.46,64.72,124.6078,113.0651
43.424,67.40,65.96,67.44,64.98,65.41,69.68,65.29,62.67,124.7020,113.1593
43.456,68.22,66.48,69.19,65.25,69.97,69.78,65.69,68.74,124.8024,113.2598
43.488,67.73,70.36,73.60,68.28,68.02,67.77,66.02,67.89,124.8966,113.3540
43.520,73.90,66.98,66.53,68.20,65.96,69.58,65.21,66.64,124.9908,113.4482
43.552,62.35,70.47,66.68,62.70,70.22,66.38,73.66,64.30,125.0850,113.5424
43.584,69.40,69.26,67.70,66.62,67.34,73.24,72.18,71.41,125.1855,113.6429
43.616,65.72,68.61,65.36,70.01,68.55,65.01,69.24,64.57,125.2797,113.7371
43.648,70.73,65.09,65.95,67.94,74.07,68.58,71.30,68.77,125.3739,113.8313
43.680,66.23,68.77,67.94,61.57,68.75,71.04,64.96,63.12,125.4681,113.9318
43.712,68.74,66.43,65.30,62.19,65.79,65.44,68.13,66.12,125.5686,114.0260
43.744,69.05,64.36,70.44,70.21,66.47,63.18,61.32,62.97,125.6628,114.1202
43.776,63.62,62.35,68.86,70.53,63.15,68.35,68.77,67.18,125.7570,114.2144
43.808,69.49,67.16,61.69,63.90,72.45,66.33,71.75,69.44,125.8575,114.3148
43.840,61.04,62.35,69.89,63.73,70.40,66.91,67.59,63.34,125.9517,114.4090
43.872,68.82,69.62,70.23,64.44,67.59,62.78,69.09,70.99,126.0459,114.5032
43.904,66.70,70.83,66.20,67.04,63.95,68.71,64.58,68.18,126.1401,114.6037
43.936,61.23,64.92,68.62,74.22,71.49,66.66,66.06,67.33,126.2406,114.6979
43.968,65.72,64.44,73.65,61.34,70.09,64.47,67.83,64.43,126.3348,114.7921
44.000,67.49,66.17,72.90,65.53,67.01,69.51,67.39,69.12,126.4290,114.8863
44.032,63.82,68.31,64.58,70.79,68.46,63.92,64.57,68.35,126.5294,114.9868
44.064,64.49,66.62,62.51,63.83,63.85,68.85,64.55,67.15,126.6236,115.0810
44.096,68.94,66.65,68.48,69.25,62.55,65.54,68.41,62.39,126.7178,115.1752
44.128,65.85,70.12,71.20,69.35,63.21,63.70,65.47,65.54,126.8120,115.2694
44.160,69.98,66.10,60.26,63.14,70.50,69.47,67.05,66.31,126.9125,115.3699
44.192,70.81,65.20,67.44,64.81,66.76,70.27,61.24,68.05,127.0067,115.4641
44.224,62.15,65.61,62.37,64.95,67.98,65.17,66.05,67.55,127.1009,115.5583
44.256,70.73,64.85,65.75,65.20,63.41,69.10,70.78,65.49,127.1951,115.6588
44.288,70.41,65.66,67.90,63.51,73.74,67.32,63.37,64.91,127.2956,115.7530
44.320,86.79,68.03,67.53,61.46,61.68,66.92,66.38,67.63,127.3898,115.8472
44.352,84.88,58.86,63.75,63.77,67.71,68.39,65.70,62.68,127.4840,115.9414
44.384,97.78,65.79,65.39,68.82,67.31,65.90,66.21,74.20,127.5845,116.0418
44.416,108.99,68.04,64.32,65.67,66.20,61.12,61.88,68.46,127.6787,116.1360
44.448,113.88,70.40,64.93,69.35,70.13,65.83,69.09,63.20,127.7729,116.2302
44.480,118.60,66.70,66.39,62.48,67.00,66.94,65.56,68.45,127.8671,116.3244
44.512,118.39,72.82,65.05,66.50,68.18,69.36,69.09,60.66,127.9676,116.4249
44.544,128.08,68.09,61.93,66.07,65.31,71.93,63.46,68.11,128.0618,116.5191
44.576,131.31,69.34,69.57,72.16,72.25,61.71,74.51,66.59,128.1560,116.6133
44.608,144.62,66.54,63.68,64.27,73.19,66.08,66.77,68.44,128.2502,116.7138
44.640,154.86,71.69,60.91,66.99,69.27,68.36,62.39,64.68,128.3506,116.8080
44.672,164.53,68.37,63.03,68.53,62.69,64.75,66.95,64.57,128.4448,116.9022
44.704,184.80,69.47,64.52,66.81,65.63,70.76,72.84,64.07,128.5390,116.9964
44.736,199.69,282.64,67.73,70.73,63.90,65.04,61.74,70.64,128.6395,117.0969
44.768,232.69,317.61,73.00,62.16,72.06,69.03,66.91,66.60,128.7337,117.1911
44.800,257.58,345.51,80.17,67.19,72.45,65.20,63.47,65.59,128.8279,117.2853
44.832,298.20,389.39,100.14,72.47,68.21,67.18,61.65,60.85,128.9221,117.3795
44.864,336.55,490.40,108.19,66.61,67.19,70.66,61.76,70.78,129.0226,117.4800
44.896,379.97,550.51,129.82,65.04,69.29,66.13,65.90,64.87,128.9724,117.5553
44.928,414.28,72.70,136.88,59.57,62.84,63.15,69.04,64.90,128.9221,117.6370
44.960,429.34,60.50,159.13,69.07,59.39,64.51,69.36,63.70,128.8782,117.7186
44.992,508.93,67.60,188.24,75.31,67.91,59.22,74.87,68.04,128.8279,117.8002
45.024,560.54,65.24,220.83,72.22,67.68,66.11,73.01,67.57,128.7777,117.8756
45.056,574.54,68.18,256.80,71.98,64.33,66.10,66.82,64.61,128.7337,117.9572
45.088,641.55,65.92,295.28,67.46,67.82,68.96,70.13,67.12,128.6835,118.0389
45.120,796.31,66.17,343.06,61.59,64.55,68.29,62.71,71.16,128.6395,118.1205
45.152,891.09,58.15,366.90,63.84,72.88,67.85,66.92,69.68,128.5893,118.1959
45.184,973.56,65.64,430.72,59.04,68.93,63.99,64.57,68.82,128.5390,118.2775
45.216,1004.91,66.25,502.98,69.86,68.63,69.14,59.06,66.49,128.4951,118.3592
45.248,1053.91,62.39,583.67,69.20,70.46,62.23,70.84,62.75,128.4448,118.4408
45.280,1061.72,69.47,774.90,68.16,68.45,66.51,66.68,64.81,128.3946,118.5162
45.312,1077.12,68.07,1008.36,61.69,76.84,66.31,68.35,70.07,128.3506,118.5978
45.344,1068.68,72.94,1223.04,67.62,110.82,58.14,67.53,66.79,128.3004,118.6794
45.376,67.75,67.40,1394.86,68.58,122.06,67.47,63.80,64.44,128.2502,118.7548
45.408,68.82,70.04,1532.48,64.98,144.08,70.80,63.58,74.75,128.2062,118.8364
45.440,68.06,64.10,1632.78,66.94,148.41,65.97,61.69,64.15,128.1560,118.9181
45.472,67.79,67.14,1711.04,68.21,194.96,57.98,67.38,63.44,128.1057,118.9997
45.504,63.21,70.96,1753.70,67.68,215.75,65.06,72.31,67.72,128.0618,119.0751
45.536,66.98,66.38,1833.18,68.14,256.44,63.08,67.14,71.31,128.0115,119.1567
45.568,66.07,69.04,1865.38,63.11,295.10,68.26,63.37,72.04,127.9676,119.2384
45.600,66.15,69.00,1836.73,64.64,371.38,60.14,61.16,68.94,127.8357,119.3577
45.632,64.90,60.08,1796.71,70.87,437.11,70.77,69.64,68.09,127.7917,119.4456
45.664,66.59,64.92,66.67,67.58,502.70,68.15,67.46,71.88,127.7415,119.5272
45.696,75.93,65.49,68.90,75.02,595.16,69.70,69.93,66.90,127.8357,119.6214
45.728,65.63,64.19,67.54,72.26,699.89,69.69,63.02,73.32,127.9299,119.7156
45.760,70.08,70.78,64.90,67.66,593.12,66.68,66.37,68.38,128.0304,119.8098
45.792,66.83,67.83,71.53,65.19,841.61,66.46,71.36,64.16,128.1246,119.9103
45.824,64.42,65.04,70.61,62.03,777.58,66.19,71.21,65.71,128.2188,120.0045
45.856,67.59,65.44,69.66,67.49,725.67,69.14,68.57,65.58,128.3192,120.0987
45.888,66.07,72.46,67.15,68.99,693.85,64.09,69.22,68.17,128.4134,120.1992
45.920,64.12,67.23,69.05,68.47,799.86,72.03,64.95,66.99,128.5076,120.2934
45.952,65.03,68.06,63.31,68.12,861.68,66.59,67.50,67.04,128.6018,120.3876
45.984,67.27,65.18,72.68,66.42,983.50,59.02,68.72,63.22,128.7023,120.4818
46.016,67.14,71.05,61.20,71.37,1074.23,61.07,65.45,67.51,128.7651,120.5823
46.048,64.55,68.00,64.85,72.72,1251.95,62.50,62.10,67.29,128.8279,120.6765
46.080,69.29,67.38,70.10,67.72,1442.36,71.03,66.24,67.47,128.8907,120.7707
46.112,68.67,63.68,66.99,67.10,1603.34,64.16,67.30,64.75,128.9535,120.8649
46.144,64.81,72.90,70.51,65.90,1732.15,68.63,69.26,69.21,129.0226,120.9654
46.176,70.90,72.04,60.64,73.75,1529.86,67.64,65.41,66.97,129.0854,121.0596
46.208,68.44,66.43,56.98,64.27,661.72,65.45,66.09,67.56,129.1482,121.1538
46.240,64.49,66.30,60.95,70.61,401.53,67.28,69.10,66.78,129.2424,121.2542
46.272,67.14,66.98,72.34,72.61,317.37,67.35,63.71,64.16,129.3429,121.3484
46.304,65.85,65.85,68.90,69.13,239.69,74.19,65.53,61.99,129.4371,121.4426
46.336,68.46,66.12,72.68,71.04,208.47,61.35,69.53,61.40,129.5313,121.5368
46.368,67.77,66.76,69.63,74.23,168.24,69.06,63.96,68.90,129.6255,121.6373
46.400,64.97,63.43,64.74,61.72,149.38,66.33,70.39,71.18,129.7260,121.7315
46.432,66.58,67.40,72.22,64.53,124.86,67.41,68.44,64.31,129.8202,121.8257
46.464,67.08,66.59,69.99,60.92,111.95,70.07,67.19,67.40,129.9144,121.9199
46.496,68.54,72.35,65.00,62.89,103.05,67.73,72.24,67.07,130.0086,122.0204
46.528,62.45,65.56,67.52,74.29,99.31,62.32,63.13,69.63,130.1090,122.1146
46.560,71.74,61.23,68.93,71.72,80.14,67.95,70.88,69.51,130.2032,122.2088
46.592,63.94,69.54,62.61,72.22,64.24,73.87,70.35,69.41,130.2974,122.3093
46.624,70.13,64.55,71.29,66.83,66.79,62.99,67.90,67.76,130.3979,122.4035
46.656,68.83,67.42,68.40,71.09,68.90,71.98,68.22,66.81,130.4921,122.4977
46.688,66.10,65.43,76.76,68.11,69.45,70.67,67.42,68.76,130.5863,122.5919
46.720,67.34,66.10,66.61,68.03,59.25,73.13,64.19,62.28,130.6805,122.6924
46.752,61.18,65.22,66.97,61.19,67.23,65.63,63.95,68.36,130.7810,122.7866
46.784,64.27,65.84,65.54,65.67,68.19,72.60,69.76,67.95,130.8752,122.8808
46.816,67.07,64.38,66.20,68.66,67.52,72.31,67.67,68.61,130.9694,122.9812
46.848,71.03,66.31,63.11,61.34,71.30,68.97,67.44,69.73,131.0699,123.0754
46.880,65.10,77.07,67.42,65.86,64.07,67.60,66.89,64.38,131.1641,123.1696
46.912,69.78,65.63,67.79,64.37,68.39,60.98,68.33,67.76,131.2583,123.2638
46.944,64.62,64.83,67.69,69.93,62.95,66.51,66.46,68.75,131.3525,123.3643
46.976,72.87,70.15,63.38,63.55,69.34,70.99,71.00,65.06,131.4530,123.4585
47.008,68.42,70.38,68.28,67.06,65.50,70.26,65.41,59.85,131.5472,123.5527
47.040,70.25,62.98,64.00,73.50,68.16,66.55,67.24,68.16,131.6414,123.6469
47.072,68.25,62.54,72.04,62.47,64.02,61.12,62.73,63.32,131.7356,123.7474
47.104,63.43,72.23,66.89,62.77,68.60,66.64,66.94,67.40,131.8360,123.8416
47.136,69.63,70.50,63.92,68.63,68.38,69.98,72.78,64.84,131.9302,123.9358
47.168,68.99,68.58,72.98,66.30,66.23,68.13,68.21,65.16,132.0244,124.0363
47.200,69.26,71.14,63.15,63.43,66.60,66.10,66.26,70.30,132.1249,124.1305
47.232,65.62,70.24,58.87,64.59,61.19,62.16,68.73,70.52,132.2191,124.2247
47.264,64.92,64.30,65.66,72.63,68.53,65.22,65.07,61.76,132.3133,124.3189
47.296,68.48,69.92,61.27,63.69,61.26,65.91,71.16,69.60,132.4075,124.4194
47.328,72.36,68.05,62.63,65.57,63.57,64.65,107.03,73.51,132.5080,124.5136
47.360,68.55,68.66,64.57,69.00,68.87,63.91,105.46,66.40,132.6022,124.6078
47.392,68.41,63.54,64.62,65.33,66.92,68.51,103.33,63.86,132.6964,124.7020
47.424,67.20,71.15,66.28,65.92,64.98,61.37,98.56,65.29,132.7906,124.8024
47.456,68.58,64.80,64.55,70.54,64.56,73.47,96.29,68.06,132.8911,124.8966
47.488,70.37,65.60,67.83,64.83,62.80,67.06,83.73,60.60,132.9853,124.9908
47.520,67.88,68.58,66.00,65.71,68.79,63.43,80.35,65.53,133.0795,125.0913
47.552,67.23,69.20,69.80,74.16,68.52,67.05,67.53,68.90,133.1800,125.1855
47.584,68.64,65.57,65.63,67.65,64.57,70.68,64.88,64.95,133.2742,125.2797
47.616,66.83,66.12,71.23,65.71,62.55,67.41,68.21,67.72,133.3684,125.3739
47.648,70.27,70.65,66.10,68.91,64.00,65.97,64.77,66.82,133.4626,125.4744
47.680,63.10,60.38,65.55,63.74,68.95,67.65,65.80,69.58,133.5630,125.5686
47.712,69.30,70.82,62.71,65.86,68.01,63.56,70.74,71.02,133.6572,125.6628
47.744,66.45,70.25,69.96,67.06,69.15,66.04,66.89,67.38,133.7514,125.7570
47.776,70.84,67.00,67.39,63.76,65.63,70.43,67.43,64.12,133.8456,125.8575
47.808,67.10,65.32,68.41,64.50,61.05,72.48,65.49,66.68,133.9461,125.9517
47.840,62.19,67.31,70.45,66.01,65.07,65.44,68.05,65.48,134.0403,126.0459
47.872,65.74,62.75,60.76,63.69,68.91,63.67,63.31,66.45,134.1345,126.1464
47.904,65.82,66.65,65.79,68.03,65.99,64.32,64.71,69.64,134.2350,126.2406
47.936,66.72,65.03,65.60,67.99,68.39,63.95,73.47,63.94,134.3292,126.3348
47.968,65.55,60.67,60.97,70.93,69.30,68.23,69.68,63.50,134.4234,126.4290
48.000,66.42,68.46,66.84,63.70,65.19,68.36,70.83,69.15,134.5176,126.5294
