tiempo,dist_front_raw,dist_filtered,dist_kalman,accion
32.416,1.50000,1.50000,1.49880,AVANZAR
32.448,1.50000,1.50000,1.49880,AVANZAR
32.480,1.50000,1.50000,1.49876,AVANZAR
32.512,1.50000,1.50000,1.49879,AVANZAR
32.544,1.50000,1.50000,1.49880,AVANZAR
32.576,1.50000,1.50000,1.49878,AVANZAR
32.608,1.50000,1.50000,1.49877,AVANZAR
32.640,1.50000,1.50000,1.49879,AVANZAR
32.672,1.50000,1.50000,1.49880,AVANZAR
32.704,1.50000,1.50000,1.49876,AVANZAR
32.736,1.50000,1.50000,1.49879,AVANZAR
32.768,1.50000,1.50000,1.49880,AVANZAR
32.800,1.50000,1.50000,1.49878,AVANZAR
32.832,1.50000,1.50000,1.49877,AVANZAR
32.864,1.50000,1.50000,1.49879,AVANZAR
32.896,1.50000,1.50000,1.49880,AVANZAR
32.928,1.50000,1.50000,1.49878,AVANZAR
32.960,1.50000,1.50000,1.49877,AVANZAR
32.992,1.50000,1.50000,1.49879,AVANZAR
33.024,1.50000,1.50000,1.49880,AVANZAR
33.056,1.50000,1.50000,1.49876,AVANZAR
33.088,1.50000,1.50000,1.49879,AVANZAR
33.120,1.50000,1.50000,1.49880,AVANZAR
33.152,1.50000,1.50000,1.49878,AVANZAR
33.184,1.50000,1.50000,1.49877,AVANZAR
33.216,1.50000,1.50000,1.49879,AVANZAR
33.248,1.50000,1.50000,1.49880,AVANZAR
33.280,1.50000,1.50000,1.49878,AVANZAR
33.312,1.50000,1.50000,1.49877,AVANZAR
33.344,1.50000,1.50000,1.49879,AVANZAR
33.376,1.50000,1.50000,1.49880,AVANZAR
33.408,1.50000,1.50000,1.49876,AVANZAR
33.440,1.50000,1.50000,1.49879,AVANZAR
33.472,1.50000,1.50000,1.49880,AVANZAR
33.504,1.50000,1.50000,1.49878,AVANZAR
33.536,1.50000,1.50000,1.49877,AVANZAR
33.568,1.50000,1.50000,1.49879,AVANZAR
33.600,1.50000,1.50000,1.49880,AVANZAR
33.632,1.50000,1.50000,1.49876,AVANZAR
33.664,1.50000,1.50000,1.49879,AVANZAR
33.696,1.50000,1.50000,1.49880,AVANZAR
33.728,1.50000,1.50000,1.49880,AVANZAR
33.760,1.50000,1.50000,1.49876,AVANZAR
33.792,1.50000,1.50000,1.49879,AVANZAR
33.824,1.50000,1.50000,1.49880,AVANZAR
33.856,1.50000,1.50000,1.49878,AVANZAR
33.888,1.50000,1.50000,1.49877,AVANZAR
33.920,1.50000,1.50000,1.49879,AVANZAR
33.952,1.50000,1.50000,1.49880,AVANZAR
33.984,1.50000,1.50000,1.49876,AVANZAR
34.016,1.50000,1.50000,1.49879,AVANZAR
34.048,1.50000,1.50000,1.49880,AVANZAR
34.080,1.50000,1.50000,1.49878,AVANZAR
34.112,1.50000,1.50000,1.49877,AVANZAR
34.144,1.50000,1.50000,1.49879,AVANZAR
34.176,1.50000,1.50000,1.49880,AVANZAR
34.208,1.50000,1.50000,1.49878,AVANZAR
34.240,1.50000,1.50000,1.49877,AVANZAR
34.272,1.50000,1.50000,1.49879,AVANZAR
34.304,1.50000,1.50000,1.49880,AVANZAR
34.336,1.50000,1.50000,1.49876,AVANZAR
34.368,1.50000,1.50000,1.49879,AVANZAR
34.400,1.50000,1.50000,1.49880,AVANZAR
34.432,1.50000,1.50000,1.49878,AVANZAR
34.464,1.50000,1.50000,1.49877,AVANZAR
34.496,1.50000,1.50000,1.49879,AVANZAR
34.528,1.50000,1.50000,1.49880,AVANZAR
34.560,1.50000,1.50000,1.49878,AVANZAR
34.592,1.50000,1.50000,1.49877,AVANZAR
34.624,1.50000,1.50000,1.49879,AVANZAR
34.656,1.50000,1.50000,1.49880,AVANZAR
34.688,1.50000,1.50000,1.49876,AVANZAR
34.720,1.50000,1.50000,1.49879,AVANZAR
34.752,1.50000,1.50000,1.49880,AVANZAR
34.784,1.50000,1.50000,1.49878,AVANZAR
34.816,1.50000,1.50000,1.49877,AVANZAR
34.848,1.50000,1.50000,1.49879,AVANZAR
34.880,1.50000,1.50000,1.49880,AVANZAR
34.912,1.50000,1.50000,1.49876,AVANZAR
34.944,1.50000,1.50000,1.49879,AVANZAR
34.976,1.50000,1.50000,1.49880,AVANZAR
35.008,1.50000,1.50000,1.49880,AVANZAR
35.040,1.50000,1.50000,1.49876,AVANZAR
35.072,1.50000,1.50000,1.49879,AVANZAR
35.104,1.50000,1.50000,1.49880,AVANZAR
35.136,1.50000,1.50000,1.49878,AVANZAR
35.168,1.50000,1.50000,1.49877,AVANZAR
35.200,1.50000,1.50000,1.49879,AVANZAR
35.232,1.50000,1.50000,1.49880,AVANZAR
35.264,1.50000,1.50000,1.49876,AVANZAR
35.296,1.50000,1.50000,1.49879,AVANZAR
35.328,1.50000,1.50000,1.49880,AVANZAR
35.360,1.50000,1.50000,1.49878,AVANZAR
35.392,1.50000,1.50000,1.49877,AVANZAR
35.424,1.50000,1.50000,1.49879,AVANZAR
35.456,1.50000,1.50000,1.49880,AVANZAR
35.488,1.50000,1.50000,1.49878,AVANZAR
35.520,1.50000,1.50000,1.49877,AVANZAR
35.552,1.50000,1.50000,1.49879,AVANZAR
35.584,1.50000,1.50000,1.49880,AVANZAR
35.616,1.50000,1.50000,1.49876,AVANZAR
35.648,1.50000,1.50000,1.49879,AVANZAR
35.680,1.50000,1.50000,1.49880,AVANZAR
35.712,1.50000,1.50000,1.49878,AVANZAR
35.744,1.50000,1.50000,1.49877,AVANZAR
35.776,1.50000,1.50000,1.49879,AVANZAR
35.808,1.50000,1.50000,1.49880,AVANZAR
35.840,1.50000,1.50000,1.49878,AVANZAR
35.872,1.50000,1.50000,1.49877,AVANZAR
35.904,1.50000,1.50000,1.49879,AVANZAR
35.936,1.50000,1.50000,1.49880,AVANZAR
35.968,1.50000,1.50000,1.49876,AVANZAR
36.000,1.50000,1.50000,1.49879,AVANZAR
36.032,1.50000,1.50000,1.49880,AVANZAR
36.064,1.50000,1.50000,1.49878,AVANZAR
36.096,1.50000,1.50000,1.49877,AVANZAR
36.128,1.50000,1.50000,1.49879,AVANZAR
36.160,1.50000,1.50000,1.49880,AVANZAR
36.192,1.50000,1.50000,1.49876,AVANZAR
36.224,1.50000,1.50000,1.49879,AVANZAR
36.256,1.50000,1.50000,1.49880,AVANZAR
36.288,1.50000,1.50000,1.49880,AVANZAR
36.320,1.50000,1.50000,1.49876,AVANZAR
36.352,1.50000,1.50000,1.49879,AVANZAR
36.384,1.50000,1.50000,1.49880,AVANZAR
36.416,1.50000,1.50000,1.49878,AVANZAR
36.448,1.50000,1.50000,1.49877,AVANZAR
36.480,1.50000,1.50000,1.49879,AVANZAR
36.512,1.50000,1.50000,1.49880,AVANZAR
36.544,1.50000,1.50000,1.49876,AVANZAR
36.576,1.50000,1.50000,1.49879,AVANZAR
36.608,1.50000,1.50000,1.49880,AVANZAR
36.640,1.50000,1.50000,1.49880,AVANZAR
36.672,1.50000,1.50000,1.49876,AVANZAR
36.704,1.50000,1.50000,1.49879,AVANZAR
36.736,1.50000,1.50000,1.49880,AVANZAR
36.768,1.50000,1.50000,1.49878,AVANZAR
36.800,1.47010,1.49701,1.48029,AVANZAR
36.832,1.40789,1.48780,1.43481,AVANZAR
36.864,1.27867,1.46567,1.33757,AVANZAR
36.896,1.20617,1.43079,1.25557,AVANZAR
36.928,1.06618,1.37330,1.13778,AVANZAR
36.960,0.92530,1.29658,1.00573,AVANZAR
36.992,0.89193,1.20973,0.93463,AVANZAR
37.024,0.76885,1.10814,0.83141,AVANZAR
37.056,0.67749,1.00373,0.73555,AVANZAR
37.088,0.61879,0.90439,0.66265,AVANZAR
37.120,0.55524,0.81039,0.59550,AVANZAR
37.152,0.41965,0.71070,0.48606,GIRAR_IZQ
37.184,0.32986,0.62928,0.38942,GIRAR_IZQ
37.216,0.35000,0.56831,0.36491,GIRAR_IZQ
37.248,0.35369,0.53730,0.35785,GIRAR_IZQ
37.280,0.31029,0.52197,0.32834,GIRAR_IZQ
37.312,0.26995,0.53509,0.29213,GIRAR_IZQ
37.344,0.26673,0.55955,0.27631,GIRAR_IZQ
37.376,0.25566,0.59062,0.26342,GIRAR_IZQ
37.408,0.26160,0.62790,0.26215,GIRAR_IZQ
37.440,0.21282,0.68246,0.23157,GIRAR_IZQ
37.472,0.18383,0.74128,0.20191,GIRAR_IZQ
37.504,0.16349,0.80615,0.17805,GIRAR_IZQ
37.536,0.14762,0.86135,0.15912,GIRAR_IZQ
37.568,0.13881,0.90112,0.14644,GIRAR_IZQ
37.600,0.13483,0.92755,0.13914,GIRAR_IZQ
37.632,0.12872,0.94864,0.13258,GIRAR_IZQ
37.664,0.12635,0.96684,0.12860,GIRAR_IZQ
37.696,0.12446,0.98793,0.12592,GIRAR_IZQ
37.728,0.12428,1.00903,0.12478,GIRAR_IZQ
37.760,0.12443,1.03697,0.12442,GIRAR_IZQ
37.792,0.12584,1.06865,0.12520,GIRAR_IZQ
37.824,0.13117,1.10600,0.12876,GIRAR_IZQ
37.856,0.13739,1.14841,0.13395,GIRAR_IZQ
37.888,0.14243,1.19723,0.13907,GIRAR_IZQ
37.920,0.15450,1.26691,0.14848,GIRAR_IZQ
37.952,0.17760,1.33796,0.16636,GIRAR_IZQ
37.984,0.20054,1.39822,0.18736,GIRAR_IZQ
38.016,0.25112,1.44870,0.22664,GIRAR_IZQ
38.048,0.36133,1.48958,0.30976,GIRAR_IZQ
38.080,0.40776,1.50000,0.37021,GIRAR_IZQ
38.112,0.53806,1.50000,0.47380,GIRAR_IZQ
38.144,0.58585,1.50000,0.54295,CORRIGIENDO_IZQ
38.176,0.60439,1.50000,0.58028,CORRIGIENDO_IZQ
38.208,0.62306,1.50000,0.60610,CORRIGIENDO_IZQ
38.240,0.64647,1.50000,0.63041,CORRIGIENDO_IZQ
38.272,0.66475,1.50000,0.65100,CORRIGIENDO_IZQ
38.304,0.70934,1.50000,0.68644,CORRIGIENDO_IZQ
38.336,0.71069,1.50000,0.70081,CORRIGIENDO_IZQ
38.368,0.78280,1.50000,0.75087,CORRIGIENDO_IZQ
38.400,0.79949,1.50000,0.78026,CORRIGIENDO_IZQ
38.432,0.85148,1.50000,0.82366,CORRIGIENDO_IZQ
38.464,0.88231,1.50000,0.85929,CORRIGIENDO_IZQ
38.496,0.94933,1.50000,0.91432,CORRIGIENDO_IZQ
38.528,0.98742,1.50000,0.95886,CORRIGIENDO_IZQ
38.560,1.03624,1.50000,1.00607,CORRIGIENDO_IZQ
38.592,1.06714,1.50000,1.04317,CORRIGIENDO_IZQ
38.624,1.12451,1.50000,1.09280,CORRIGIENDO_IZQ
38.656,1.26989,1.50000,1.20163,CORRIGIENDO_IZQ
38.688,1.23278,1.50000,1.22027,CORRIGIENDO_IZQ
38.720,1.36965,1.50000,1.31197,CORRIGIENDO_IZQ
38.752,1.44277,1.50000,1.39215,CORRIGIENDO_IZQ
38.784,1.50000,1.50000,1.45819,AVANZAR
38.816,1.50000,1.50000,1.48329,AVANZAR
38.848,1.50000,1.50000,1.49288,AVANZAR
38.880,1.50000,1.50000,1.49649,AVANZAR
38.912,1.50000,1.50000,1.49792,AVANZAR
38.944,1.50000,1.50000,1.49847,AVANZAR
38.976,1.50000,1.50000,1.49865,AVANZAR
39.008,1.50000,1.50000,1.49872,AVANZAR
39.040,1.50000,1.50000,1.49877,AVANZAR
39.072,1.50000,1.50000,1.49879,AVANZAR
39.104,1.50000,1.50000,1.49875,AVANZAR
39.136,1.50000,1.50000,1.49879,AVANZAR
39.168,1.50000,1.50000,1.49880,AVANZAR
39.200,1.50000,1.50000,1.49880,AVANZAR
39.232,1.50000,1.50000,1.49876,AVANZAR
39.264,1.50000,1.50000,1.49879,AVANZAR
39.296,1.50000,1.50000,1.49880,AVANZAR
39.328,1.50000,1.50000,1.49878,AVANZAR
39.360,1.50000,1.50000,1.49877,AVANZAR
39.392,1.50000,1.50000,1.49879,AVANZAR
39.424,1.50000,1.50000,1.49880,AVANZAR
39.456,1.50000,1.50000,1.49876,AVANZAR
39.488,1.50000,1.50000,1.49879,AVANZAR
39.520,1.50000,1.50000,1.49880,AVANZAR
39.552,1.50000,1.50000,1.49880,AVANZAR
39.584,1.50000,1.50000,1.49876,AVANZAR
39.616,1.50000,1.50000,1.49879,AVANZAR
39.648,1.50000,1.50000,1.49880,AVANZAR
39.680,1.50000,1.50000,1.49878,AVANZAR
39.712,1.50000,1.50000,1.49877,AVANZAR
39.744,1.50000,1.50000,1.49879,AVANZAR
39.776,1.50000,1.50000,1.49880,AVANZAR
39.808,1.50000,1.50000,1.49876,AVANZAR
39.840,1.50000,1.50000,1.49879,AVANZAR
39.872,1.50000,1.50000,1.49880,AVANZAR
39.904,1.50000,1.50000,1.49878,AVANZAR
39.936,1.50000,1.50000,1.49877,AVANZAR
39.968,1.50000,1.50000,1.49879,AVANZAR
40.000,1.50000,1.50000,1.49880,AVANZAR
40.032,1.50000,1.50000,1.49878,AVANZAR
40.064,1.50000,1.50000,1.49877,AVANZAR
40.096,1.50000,1.50000,1.49879,AVANZAR
40.128,1.50000,1.50000,1.49880,AVANZAR
40.160,1.50000,1.50000,1.49876,AVANZAR
40.192,1.50000,1.50000,1.49879,AVANZAR
40.224,1.50000,1.50000,1.49880,AVANZAR
40.256,1.50000,1.50000,1.49878,AVANZAR
40.288,1.50000,1.50000,1.49877,AVANZAR
40.320,1.50000,1.50000,1.49879,AVANZAR
40.352,1.50000,1.50000,1.49880,AVANZAR
40.384,1.50000,1.50000,1.49876,AVANZAR
40.416,1.50000,1.50000,1.49879,AVANZAR
40.448,1.50000,1.50000,1.49880,AVANZAR
40.480,1.50000,1.50000,1.49880,AVANZAR
40.512,1.50000,1.50000,1.49876,AVANZAR
40.544,1.50000,1.50000,1.49879,AVANZAR
40.576,1.50000,1.50000,1.49880,AVANZAR
40.608,1.50000,1.50000,1.49878,AVANZAR
40.640,1.50000,1.50000,1.49877,AVANZAR
40.672,1.50000,1.50000,1.49879,AVANZAR
40.704,1.50000,1.50000,1.49880,AVANZAR
40.736,1.50000,1.50000,1.49876,AVANZAR
40.768,1.50000,1.50000,1.49879,AVANZAR
40.800,1.43486,1.49349,1.45854,AVANZAR
40.832,1.39115,1.48260,1.41615,AVANZAR
40.864,1.34152,1.46675,1.36924,AVANZAR
40.896,1.17817,1.43191,1.25042,AVANZAR
40.928,1.05733,1.38764,1.13035,AVANZAR
40.960,0.98820,1.32411,1.04173,AVANZAR
40.992,0.90736,1.25154,0.95792,AVANZAR
41.024,0.81252,1.17297,0.86732,AVANZAR
41.056,0.68680,1.08137,0.75501,AVANZAR
41.088,0.62591,0.98500,0.67444,AVANZAR
41.120,0.57169,0.89784,0.61020,AVANZAR
41.152,0.45545,0.80030,0.51382,AVANZAR
41.184,0.37956,0.69540,0.43008,GIRAR_IZQ
41.216,0.23766,0.60623,0.31104,GIRAR_IZQ
41.248,0.25273,0.54079,0.27488,GIRAR_IZQ
41.280,0.26323,0.50792,0.26755,GIRAR_IZQ
41.312,0.23225,0.49763,0.24561,GIRAR_IZQ
41.344,0.21702,0.51114,0.22781,GIRAR_IZQ
41.376,0.23181,0.55390,0.23013,GIRAR_IZQ
41.408,0.20543,0.60256,0.21474,GIRAR_IZQ
41.440,0.18138,0.64667,0.19402,GIRAR_IZQ
41.472,0.15610,0.71037,0.17043,GIRAR_IZQ
41.504,0.14374,0.77557,0.15382,GIRAR_IZQ
41.536,0.13462,0.83024,0.14183,GIRAR_IZQ
41.568,0.12925,0.87358,0.13393,GIRAR_IZQ
41.600,0.12234,0.90810,0.12665,GIRAR_IZQ
41.632,0.11977,0.92948,0.12228,GIRO_VERTICE_IZQ
41.664,0.11879,0.95740,0.12012,GIRO_VERTICE_IZQ
41.696,0.12471,0.99838,0.12296,GIRAR_IZQ
41.728,0.13107,1.04460,0.12785,GIRAR_IZQ
41.760,0.13583,1.10039,0.13266,GIRAR_IZQ
41.792,0.13941,1.15655,0.13668,GIRAR_IZQ
41.824,0.14984,1.22289,0.14472,GIRAR_IZQ
41.856,0.16300,1.29216,0.15587,GIRAR_IZQ
41.888,0.18404,1.36002,0.17316,GIRAR_IZQ
41.920,0.23971,1.41568,0.21416,GIRAR_IZQ
41.952,0.31881,1.46571,0.27872,GIRAR_IZQ
41.984,0.37201,1.49206,0.33625,GIRAR_IZQ
42.016,0.46192,1.50000,0.41379,GIRAR_IZQ
42.048,0.56875,1.50000,0.50944,CORRIGIENDO_IZQ
42.080,0.57470,1.50000,0.54913,CORRIGIENDO_IZQ
42.112,0.58920,1.50000,0.57328,CORRIGIENDO_IZQ
42.144,0.59013,1.50000,0.58308,CORRIGIENDO_IZQ
42.176,0.61720,1.50000,0.60353,CORRIGIENDO_IZQ
42.208,0.64128,1.50000,0.62622,CORRIGIENDO_IZQ
42.240,0.64256,1.50000,0.63571,CORRIGIENDO_IZQ
42.272,0.67745,1.50000,0.66089,CORRIGIENDO_IZQ
42.304,0.71008,1.50000,0.69065,CORRIGIENDO_IZQ
42.336,0.72302,1.50000,0.71004,CORRIGIENDO_IZQ
42.368,0.81017,1.50000,0.77128,CORRIGIENDO_IZQ
42.400,0.81196,1.50000,0.79581,CORRIGIENDO_IZQ
42.432,0.89908,1.50000,0.85899,CORRIGIENDO_IZQ
42.464,0.89973,1.50000,0.88355,CORRIGIENDO_IZQ
42.496,0.95685,1.50000,0.92824,CORRIGIENDO_IZQ
42.528,1.02411,1.50000,0.98685,CORRIGIENDO_IZQ
42.560,1.05655,1.50000,1.02929,CORRIGIENDO_IZQ
42.592,1.11709,1.50000,1.08294,CORRIGIENDO_IZQ
42.624,1.20312,1.50000,1.15660,CORRIGIENDO_IZQ
42.656,1.25003,1.50000,1.21370,CORRIGIENDO_IZQ
42.688,1.26245,1.50000,1.24322,CORRIGIENDO_IZQ
42.720,1.34764,1.50000,1.30711,CORRIGIENDO_IZQ
42.752,1.49633,1.50000,1.42342,CORRIGIENDO_IZQ
42.784,1.50000,1.50000,1.47013,AVANZAR
42.816,1.50000,1.50000,1.48785,AVANZAR
42.848,1.50000,1.50000,1.49460,AVANZAR
42.880,1.50000,1.50000,1.49717,AVANZAR
42.912,1.50000,1.50000,1.49818,AVANZAR
42.944,1.50000,1.50000,1.49857,AVANZAR
42.976,1.50000,1.50000,1.49869,AVANZAR
43.008,1.50000,1.50000,1.49874,AVANZAR
43.040,1.50000,1.50000,1.49878,AVANZAR
43.072,1.50000,1.50000,1.49880,AVANZAR
43.104,1.50000,1.50000,1.49875,AVANZAR
43.136,1.50000,1.50000,1.49879,AVANZAR
43.168,1.50000,1.50000,1.49880,AVANZAR
43.200,1.50000,1.50000,1.49878,AVANZAR
43.232,1.50000,1.50000,1.49877,AVANZAR
43.264,1.50000,1.50000,1.49879,AVANZAR
43.296,1.50000,1.50000,1.49880,AVANZAR
43.328,1.50000,1.50000,1.49878,AVANZAR
43.360,1.50000,1.50000,1.49877,AVANZAR
43.392,1.50000,1.50000,1.49879,AVANZAR
43.424,1.50000,1.50000,1.49880,AVANZAR
43.456,1.50000,1.50000,1.49876,AVANZAR
43.488,1.50000,1.50000,1.49879,AVANZAR
43.520,1.50000,1.50000,1.49880,AVANZAR
43.552,1.50000,1.50000,1.49878,AVANZAR
43.584,1.50000,1.50000,1.49877,AVANZAR
43.616,1.50000,1.50000,1.49879,AVANZAR
43.648,1.50000,1.50000,1.49880,AVANZAR
43.680,1.50000,1.50000,1.49878,AVANZAR
43.712,1.50000,1.50000,1.49877,AVANZAR
43.744,1.50000,1.50000,1.49879,AVANZAR
43.776,1.50000,1.50000,1.49878,AVANZAR
43.808,1.50000,1.50000,1.49877,AVANZAR
43.840,1.50000,1.50000,1.49879,AVANZAR
43.872,1.50000,1.50000,1.49880,AVANZAR
43.904,1.50000,1.50000,1.49878,AVANZAR
43.936,1.50000,1.50000,1.49877,AVANZAR
43.968,1.50000,1.50000,1.49879,AVANZAR
44.000,1.50000,1.50000,1.49880,AVANZAR
44.032,1.50000,1.50000,1.49878,AVANZAR
44.064,1.50000,1.50000,1.49877,AVANZAR
44.096,1.50000,1.50000,1.49879,AVANZAR
44.128,1.50000,1.50000,1.49878,AVANZAR
44.160,1.50000,1.50000,1.49877,AVANZAR
44.192,1.50000,1.50000,1.49879,AVANZAR
44.224,1.50000,1.50000,1.49880,AVANZAR
44.256,1.50000,1.50000,1.49878,AVANZAR
44.288,1.50000,1.50000,1.49877,AVANZAR
44.320,1.50000,1.50000,1.49879,AVANZAR
44.352,1.50000,1.50000,1.49880,AVANZAR
44.384,1.50000,1.50000,1.49876,AVANZAR
44.416,1.50000,1.50000,1.49879,AVANZAR
44.448,1.50000,1.50000,1.49880,AVANZAR
44.480,1.50000,1.50000,1.49878,AVANZAR
44.512,1.50000,1.50000,1.49877,AVANZAR
44.544,1.50000,1.50000,1.49879,AVANZAR
44.576,1.50000,1.50000,1.49880,AVANZAR
44.608,1.50000,1.50000,1.49878,AVANZAR
44.640,1.50000,1.50000,1.49877,AVANZAR
44.672,1.50000,1.50000,1.49879,AVANZAR
44.704,1.50000,1.50000,1.49880,AVANZAR
44.736,1.50000,1.50000,1.49876,AVANZAR
44.768,1.50000,1.50000,1.49879,AVANZAR
44.800,1.50000,1.50000,1.49880,AVANZAR
44.832,1.50000,1.50000,1.49878,AVANZAR
44.864,1.50000,1.50000,1.49877,AVANZAR
44.896,1.50000,1.50000,1.49879,AVANZAR
44.928,1.50000,1.50000,1.49880,AVANZAR
44.960,1.50000,1.50000,1.49878,AVANZAR
44.992,1.50000,1.50000,1.49877,AVANZAR
45.024,1.50000,1.50000,1.49879,AVANZAR
45.056,1.50000,1.50000,1.49878,AVANZAR
45.088,1.50000,1.50000,1.49877,AVANZAR
45.120,1.50000,1.50000,1.49879,AVANZAR
45.152,1.50000,1.50000,1.49880,AVANZAR
45.184,1.50000,1.50000,1.49878,AVANZAR
45.216,1.50000,1.50000,1.49877,AVANZAR
45.248,1.50000,1.50000,1.49879,AVANZAR
45.280,1.50000,1.50000,1.49880,AVANZAR
45.312,1.50000,1.50000,1.49878,AVANZAR
45.344,1.50000,1.50000,1.49877,AVANZAR
45.376,1.50000,1.50000,1.49879,AVANZAR
45.408,1.50000,1.50000,1.49878,AVANZAR
45.440,1.50000,1.50000,1.49877,AVANZAR
45.472,1.50000,1.50000,1.49879,AVANZAR
45.504,1.50000,1.50000,1.49880,AVANZAR
45.536,1.50000,1.50000,1.49878,AVANZAR
45.568,1.50000,1.50000,1.49877,AVANZAR
45.600,1.50000,1.50000,1.49879,AVANZAR
45.632,1.50000,1.50000,1.49880,AVANZAR
45.664,1.50000,1.50000,1.49876,AVANZAR
45.696,1.50000,1.50000,1.49879,AVANZAR
45.728,1.50000,1.50000,1.49880,AVANZAR
45.760,1.50000,1.50000,1.49878,AVANZAR
45.792,1.50000,1.50000,1.49877,AVANZAR
45.824,1.50000,1.50000,1.49879,AVANZAR
45.856,1.50000,1.50000,1.49880,AVANZAR
45.888,1.50000,1.50000,1.49878,AVANZAR
45.920,1.50000,1.50000,1.49877,AVANZAR
45.952,1.50000,1.50000,1.49879,AVANZAR
45.984,1.50000,1.50000,1.49880,AVANZAR
46.016,1.50000,1.50000,1.49876,AVANZAR
46.048,1.50000,1.50000,1.49879,AVANZAR
46.080,1.50000,1.50000,1.49880,AVANZAR
46.112,1.50000,1.50000,1.49878,AVANZAR
46.144,1.50000,1.50000,1.49877,AVANZAR
46.176,1.50000,1.50000,1.49879,AVANZAR
46.208,1.50000,1.50000,1.49880,AVANZAR
46.240,1.50000,1.50000,1.49878,AVANZAR
46.272,1.50000,1.50000,1.49877,AVANZAR
46.304,1.50000,1.50000,1.49879,AVANZAR
46.336,1.50000,1.50000,1.49878,AVANZAR
46.368,1.50000,1.50000,1.49877,AVANZAR
46.400,1.50000,1.50000,1.49879,AVANZAR
46.432,1.50000,1.50000,1.49880,AVANZAR
46.464,1.50000,1.50000,1.49878,AVANZAR
46.496,1.50000,1.50000,1.49877,AVANZAR
46.528,1.50000,1.50000,1.49879,AVANZAR
46.560,1.50000,1.50000,1.49880,AVANZAR
46.592,1.50000,1.50000,1.49878,AVANZAR
46.624,1.50000,1.50000,1.49877,AVANZAR
46.656,1.50000,1.50000,1.49879,AVANZAR
46.688,1.50000,1.50000,1.49878,AVANZAR
46.720,1.50000,1.50000,1.49877,AVANZAR
46.752,1.50000,1.50000,1.49879,AVANZAR
46.784,1.50000,1.50000,1.49880,AVANZAR
46.816,1.50000,1.50000,1.49878,AVANZAR
46.848,1.50000,1.50000,1.49877,AVANZAR
46.880,1.50000,1.50000,1.49879,AVANZAR
46.912,1.50000,1.50000,1.49880,AVANZAR
46.944,1.50000,1.50000,1.49876,AVANZAR
46.976,1.50000,1.50000,1.49879,AVANZAR
47.008,1.50000,1.50000,1.49880,AVANZAR
47.040,1.50000,1.50000,1.49878,AVANZAR
47.072,1.50000,1.50000,1.49877,AVANZAR
47.104,1.50000,1.50000,1.49879,AVANZAR
47.136,1.50000,1.50000,1.49880,AVANZAR
47.168,1.50000,1.50000,1.49878,AVANZAR
47.200,1.50000,1.50000,1.49877,AVANZAR
47.232,1.50000,1.50000,1.49879,AVANZAR
47.264,1.50000,1.50000,1.49880,AVANZAR
47.296,1.50000,1.50000,1.49876,AVANZAR
47.328,1.50000,1.50000,1.49879,AVANZAR
47.360,1.50000,1.50000,1.49880,AVANZAR
47.392,1.50000,1.50000,1.49878,AVANZAR
47.424,1.50000,1.50000,1.49877,AVANZAR
47.456,1.50000,1.50000,1.49879,AVANZAR
47.488,1.50000,1.50000,1.49880,AVANZAR
47.520,1.50000,1.50000,1.49878,AVANZAR
47.552,1.50000,1.50000,1.49877,AVANZAR
47.584,1.50000,1.50000,1.49879,AVANZAR
47.616,1.50000,1.50000,1.49878,AVANZAR
47.648,1.50000,1.50000,1.49877,AVANZAR
47.680,1.50000,1.50000,1.49879,AVANZAR
47.712,1.50000,1.50000,1.49880,AVANZAR
47.744,1.50000,1.50000,1.49878,AVANZAR
47.776,1.50000,1.50000,1.49877,AVANZAR
47.808,1.50000,1.50000,1.49879,AVANZAR
47.840,1.50000,1.50000,1.49880,AVANZAR
47.872,1.50000,1.50000,1.49878,AVANZAR
47.904,1.50000,1.50000,1.49877,AVANZAR
47.936,1.50000,1.50000,1.49879,AVANZAR
47.968,1.50000,1.50000,1.49878,AVANZAR
48.000,1.50000,1.50000,1.49877,AVANZAR
48.032,1.50000,1.50000,1.49879,AVANZAR
48.064,1.50000,1.50000,1.49880,AVANZAR
48.096,1.50000,1.50000,1.49878,AVANZAR
48.128,1.50000,1.50000,1.49877,AVANZAR
48.160,1.50000,1.50000,1.49879,AVANZAR
48.192,1.50000,1.50000,1.49880,AVANZAR
48.224,1.50000,1.50000,1.49876,AVANZAR
48.256,1.50000,1.50000,1.49879,AVANZAR
48.288,1.50000,1.50000,1.49880,AVANZAR
48.320,1.50000,1.50000,1.49878,AVANZAR
48.352,1.50000,1.50000,1.49877,AVANZAR
48.384,1.50000,1.50000,1.49879,AVANZAR
48.416,1.50000,1.50000,1.49880,AVANZAR
48.448,1.50000,1.50000,1.49878,AVANZAR
48.480,1.50000,1.50000,1.49877,AVANZAR
48.512,1.50000,1.50000,1.49879,AVANZAR
48.544,1.50000,1.50000,1.49880,AVANZAR
48.576,1.50000,1.50000,1.49876,AVANZAR
48.608,1.50000,1.50000,1.49879,AVANZAR
48.640,1.50000,1.50000,1.49880,AVANZAR
48.672,1.50000,1.50000,1.49878,AVANZAR
48.704,1.50000,1.50000,1.49877,AVANZAR
48.736,1.50000,1.50000,1.49879,AVANZAR
48.768,1.50000,1.50000,1.49880,AVANZAR
48.800,1.50000,1.50000,1.49878,AVANZAR
48.832,1.50000,1.50000,1.49877,AVANZAR
