tiempo,dist_front_raw,dist_filtered,dist_kalman,accion
15.968,0.90741,1.28097,0.96282,AVANZAR
16.000,0.82004,1.20340,0.87384,AVANZAR
16.032,0.72793,1.11223,0.78290,AVANZAR
16.064,0.65606,1.01797,0.70375,AVANZAR
16.096,0.59558,0.92800,0.63616,AVANZAR
16.128,0.48065,0.82881,0.53931,AVANZAR
16.160,0.38871,0.72831,0.44547,GIRAR_IZQ
16.192,0.28782,0.64196,0.34792,GIRAR_IZQ
16.224,0.28978,0.58092,0.31186,GIRAR_IZQ
16.256,0.32687,0.55026,0.32099,GIRAR_IZQ
16.288,0.33915,0.55382,0.33212,GIRAR_IZQ
16.320,0.29924,0.58730,0.31165,GIRAR_IZQ
16.352,0.29340,0.63736,0.30025,GIRAR_IZQ
16.384,0.22972,0.68986,0.25653,GIRAR_IZQ
16.416,0.18472,0.74563,0.21203,GIRAR_IZQ
16.448,0.16867,0.79646,0.18510,GIRAR_IZQ
16.480,0.15096,0.84372,0.16388,GIRAR_IZQ
16.512,0.14458,0.88667,0.15183,GIRAR_IZQ
16.544,0.13855,0.91952,0.14350,GIRAR_IZQ
16.576,0.13290,0.94134,0.13683,GIRAR_IZQ
16.608,0.12920,0.96185,0.13196,GIRAR_IZQ
16.640,0.12564,0.98306,0.12796,GIRAR_IZQ
16.672,0.12560,1.00526,0.12638,GIRAR_IZQ
16.704,0.12604,1.02875,0.12602,GIRAR_IZQ
16.736,0.12735,1.05523,0.12672,GIRAR_IZQ
16.768,0.13072,1.08436,0.12907,GIRAR_IZQ
16.800,0.13481,1.12478,0.13249,GIRAR_IZQ
16.832,0.13972,1.16397,0.13684,GIRAR_IZQ
16.864,0.14977,1.21855,0.14468,GIRAR_IZQ
16.896,0.16485,1.28190,0.15705,GIRAR_IZQ
16.928,0.18466,1.35263,0.17399,GIRAR_IZQ
16.960,0.22972,1.40454,0.20828,GIRAR_IZQ
16.992,0.32808,1.45460,0.28223,GIRAR_IZQ
17.024,0.38166,1.48529,0.34356,GIRAR_IZQ
17.056,0.47095,1.50000,0.42214,GIRAR_IZQ
17.088,0.58068,1.50000,0.52000,CORRIGIENDO_IZQ
17.120,0.60125,1.50000,0.56960,CORRIGIENDO_IZQ
17.152,0.60163,1.50000,0.58875,CORRIGIENDO_IZQ
17.184,0.59807,1.50000,0.59389,CORRIGIENDO_IZQ
17.216,0.62477,1.50000,0.61234,CORRIGIENDO_IZQ
17.248,0.65311,1.50000,0.63692,CORRIGIENDO_IZQ
17.280,0.68215,1.50000,0.66426,CORRIGIENDO_IZQ
17.312,0.68581,1.50000,0.67694,CORRIGIENDO_IZQ
17.344,0.72447,1.50000,0.70567,CORRIGIENDO_IZQ
17.376,0.75956,1.50000,0.73834,CORRIGIENDO_IZQ
17.408,0.76871,1.50000,0.75652,CORRIGIENDO_IZQ
17.440,0.86837,1.50000,0.82501,CORRIGIENDO_IZQ
17.472,0.90326,1.50000,0.87276,CORRIGIENDO_IZQ
17.504,0.95081,1.50000,0.92036,CORRIGIENDO_IZQ
17.536,0.94043,1.50000,0.93215,CORRIGIENDO_IZQ
17.568,0.99514,1.50000,0.97044,CORRIGIENDO_IZQ
17.600,1.06429,1.50000,1.02783,CORRIGIENDO_IZQ
17.632,1.19024,1.50000,1.12759,CORRIGIENDO_IZQ
17.664,1.20442,1.50000,1.17443,CORRIGIENDO_IZQ
17.696,1.27964,1.50000,1.23881,CORRIGIENDO_IZQ
17.728,1.31136,1.50000,1.28303,CORRIGIENDO_IZQ
17.760,1.38440,1.50000,1.34507,CORRIGIENDO_IZQ
17.792,1.47375,1.50000,1.42396,CORRIGIENDO_IZQ
17.824,1.50000,1.50000,1.47034,AVANZAR
17.856,1.50000,1.50000,1.48791,AVANZAR
17.888,1.50000,1.50000,1.49462,AVANZAR
17.920,1.50000,1.50000,1.49721,AVANZAR
17.952,1.50000,1.50000,1.49817,AVANZAR
17.984,1.50000,1.50000,1.49856,AVANZAR
18.016,1.50000,1.50000,1.49869,AVANZAR
18.048,1.50000,1.50000,1.49876,AVANZAR
18.080,1.50000,1.50000,1.49876,AVANZAR
18.112,1.50000,1.50000,1.49879,AVANZAR
18.144,1.50000,1.50000,1.49878,AVANZAR
18.176,1.50000,1.50000,1.49879,AVANZAR
18.208,1.50000,1.50000,1.49878,AVANZAR
18.240,1.50000,1.50000,1.49877,AVANZAR
18.272,1.50000,1.50000,1.49879,AVANZAR
18.304,1.50000,1.50000,1.49878,AVANZAR
18.336,1.50000,1.50000,1.49880,AVANZAR
18.368,1.50000,1.50000,1.49878,AVANZAR
18.400,1.50000,1.50000,1.49880,AVANZAR
18.432,1.50000,1.50000,1.49878,AVANZAR
18.464,1.50000,1.50000,1.49880,AVANZAR
18.496,1.50000,1.50000,1.49878,AVANZAR
18.528,1.50000,1.50000,1.49880,AVANZAR
18.560,1.50000,1.50000,1.49878,AVANZAR
18.592,1.50000,1.50000,1.49877,AVANZAR
18.624,1.50000,1.50000,1.49879,AVANZAR
18.656,1.50000,1.50000,1.49878,AVANZAR
18.688,1.50000,1.50000,1.49880,AVANZAR
18.720,1.50000,1.50000,1.49878,AVANZAR
18.752,1.50000,1.50000,1.49880,AVANZAR
18.784,1.50000,1.50000,1.49878,AVANZAR
18.816,1.50000,1.50000,1.49880,AVANZAR
18.848,1.50000,1.50000,1.49878,AVANZAR
18.880,1.50000,1.50000,1.49877,AVANZAR
18.912,1.50000,1.50000,1.49879,AVANZAR
18.944,1.50000,1.50000,1.49878,AVANZAR
18.976,1.50000,1.50000,1.49880,AVANZAR
19.008,1.50000,1.50000,1.49878,AVANZAR
19.040,1.50000,1.50000,1.49880,AVANZAR
19.072,1.50000,1.50000,1.49878,AVANZAR
19.104,1.50000,1.50000,1.49880,AVANZAR
19.136,1.50000,1.50000,1.49878,AVANZAR
19.168,1.50000,1.50000,1.49877,AVANZAR
19.200,1.50000,1.50000,1.49879,AVANZAR
19.232,1.50000,1.50000,1.49878,AVANZAR
19.264,1.50000,1.50000,1.49880,AVANZAR
19.296,1.50000,1.50000,1.49878,AVANZAR
19.328,1.50000,1.50000,1.49880,AVANZAR
19.360,1.50000,1.50000,1.49878,AVANZAR
19.392,1.50000,1.50000,1.49880,AVANZAR
19.424,1.50000,1.50000,1.49878,AVANZAR
19.456,1.50000,1.50000,1.49880,AVANZAR
19.488,1.50000,1.50000,1.49878,AVANZAR
19.520,1.50000,1.50000,1.49877,AVANZAR
19.552,1.50000,1.50000,1.49879,AVANZAR
19.584,1.50000,1.50000,1.49878,AVANZAR
19.616,1.50000,1.50000,1.49880,AVANZAR
19.648,1.50000,1.50000,1.49878,AVANZAR
19.680,1.50000,1.50000,1.49880,AVANZAR
19.712,1.50000,1.50000,1.49878,AVANZAR
19.744,1.50000,1.50000,1.49880,AVANZAR
19.776,1.50000,1.50000,1.49878,AVANZAR
19.808,1.50000,1.50000,1.49880,AVANZAR
19.840,1.50000,1.50000,1.49878,AVANZAR
19.872,1.50000,1.50000,1.49877,AVANZAR
19.904,1.50000,1.50000,1.49879,AVANZAR
19.936,1.50000,1.50000,1.49878,AVANZAR
19.968,1.50000,1.50000,1.49880,AVANZAR
20.000,1.50000,1.50000,1.49878,AVANZAR
20.032,1.50000,1.50000,1.49880,AVANZAR
20.064,1.50000,1.50000,1.49878,AVANZAR
20.096,1.50000,1.50000,1.49880,AVANZAR
20.128,1.50000,1.50000,1.49878,AVANZAR
20.160,1.50000,1.50000,1.49877,AVANZAR
20.192,1.50000,1.50000,1.49879,AVANZAR
20.224,1.50000,1.50000,1.49878,AVANZAR
20.256,1.50000,1.50000,1.49880,AVANZAR
20.288,1.50000,1.50000,1.49878,AVANZAR
20.320,1.50000,1.50000,1.49880,AVANZAR
20.352,1.50000,1.50000,1.49878,AVANZAR
20.384,1.50000,1.50000,1.49880,AVANZAR
20.416,1.50000,1.50000,1.49878,AVANZAR
20.448,1.50000,1.50000,1.49877,AVANZAR
20.480,1.50000,1.50000,1.49879,AVANZAR
20.512,1.50000,1.50000,1.49878,AVANZAR
20.544,1.50000,1.50000,1.49880,AVANZAR
20.576,1.50000,1.50000,1.49878,AVANZAR
20.608,1.50000,1.50000,1.49880,AVANZAR
20.640,1.50000,1.50000,1.49878,AVANZAR
20.672,1.50000,1.50000,1.49880,AVANZAR
20.704,1.50000,1.50000,1.49878,AVANZAR
20.736,1.50000,1.50000,1.49880,AVANZAR
20.768,1.50000,1.50000,1.49878,AVANZAR
20.800,1.50000,1.50000,1.49877,AVANZAR
20.832,1.50000,1.50000,1.49879,AVANZAR
20.864,1.50000,1.50000,1.49878,AVANZAR
20.896,1.50000,1.50000,1.49880,AVANZAR
20.928,1.50000,1.50000,1.49878,AVANZAR
20.960,1.50000,1.50000,1.49880,AVANZAR
20.992,1.50000,1.50000,1.49878,AVANZAR
21.024,1.50000,1.50000,1.49880,AVANZAR
21.056,1.50000,1.50000,1.49878,AVANZAR
21.088,1.50000,1.50000,1.49880,AVANZAR
21.120,1.44476,1.49448,1.46464,AVANZAR
21.152,1.44027,1.48850,1.44882,AVANZAR
21.184,1.29543,1.46805,1.35328,AVANZAR
21.216,1.26731,1.44478,1.29939,AVANZAR
21.248,1.23240,1.41802,1.25725,AVANZAR
21.280,1.08135,1.37436,1.14778,AVANZAR
21.312,1.01984,1.32262,1.06797,AVANZAR
21.344,0.95314,1.26845,0.99624,AVANZAR
21.376,0.91523,1.20918,0.94543,AVANZAR
21.408,0.83843,1.13870,0.87854,AVANZAR
21.440,0.77292,1.07305,0.81253,AVANZAR
21.472,0.69117,1.00397,0.73676,AVANZAR
21.504,0.62982,0.93155,0.66991,AVANZAR
21.536,0.58544,0.85957,0.61696,AVANZAR
21.568,0.54011,0.78786,0.56870,AVANZAR
21.600,0.45655,0.71764,0.49865,GIRAR_IZQ
21.632,0.40925,0.65663,0.44327,GIRAR_IZQ
21.664,0.39624,0.61905,0.41406,GIRAR_IZQ
21.696,0.42148,0.60264,0.41852,GIRAR_IZQ
21.728,0.40775,0.60327,0.41177,GIRAR_IZQ
21.760,0.39716,0.62597,0.40259,GIRAR_IZQ
21.792,0.37346,0.65909,0.38446,GIRAR_IZQ
21.824,0.39552,0.70173,0.39120,GIRAR_IZQ
21.856,0.37017,0.74545,0.37806,GIRAR_IZQ
21.888,0.31386,0.80358,0.33826,GIRAR_IZQ
21.920,0.25646,0.86094,0.28758,GIRAR_IZQ
21.952,0.23796,0.91258,0.25679,GIRAR_IZQ
21.984,0.21526,0.95337,0.23100,GIRAR_IZQ
22.016,0.20374,0.98463,0.21403,GIRAR_IZQ
22.048,0.19539,1.00250,0.20236,GIRAR_IZQ
22.080,0.18597,1.01901,0.19214,GIRAR_IZQ
22.112,0.18353,1.03612,0.18667,GIRAR_IZQ
22.144,0.19072,1.05620,0.18905,GIRAR_IZQ
22.176,0.19213,1.07671,0.19083,GIRAR_IZQ
22.208,0.20758,1.10664,0.20106,GIRAR_IZQ
22.240,0.22271,1.13898,0.21431,GIRAR_IZQ
22.272,0.23209,1.17905,0.22518,GIRAR_IZQ
22.304,0.26407,1.22535,0.24909,GIRAR_IZQ
22.336,0.32782,1.28158,0.29763,GIRAR_IZQ
22.368,0.36977,1.33663,0.34209,GIRAR_IZQ
22.400,0.41160,1.39277,0.38490,GIRAR_IZQ
22.432,0.44456,1.43862,0.42167,GIRAR_IZQ
22.464,0.52184,1.47344,0.48343,GIRAR_IZQ
22.496,0.57329,1.49266,0.53885,CORRIGIENDO_IZQ
22.528,0.58655,1.50000,0.56772,CORRIGIENDO_IZQ
22.560,0.61282,1.50000,0.59497,CORRIGIENDO_IZQ
22.592,0.58645,1.50000,0.58906,CORRIGIENDO_IZQ
22.624,0.60567,1.50000,0.59869,CORRIGIENDO_IZQ
22.656,0.62082,1.50000,0.61175,CORRIGIENDO_IZQ
22.688,0.64120,1.50000,0.62931,CORRIGIENDO_IZQ
22.720,0.66012,1.50000,0.64774,CORRIGIENDO_IZQ
22.752,0.66070,1.50000,0.65514,CORRIGIENDO_IZQ
22.784,0.70022,1.50000,0.68236,CORRIGIENDO_IZQ
22.816,0.68392,1.50000,0.68269,CORRIGIENDO_IZQ
22.848,0.75924,1.50000,0.72938,CORRIGIENDO_IZQ
22.880,0.72839,1.50000,0.72815,CORRIGIENDO_IZQ
22.912,0.79569,1.50000,0.76928,CORRIGIENDO_IZQ
22.944,0.80834,1.50000,0.79276,CORRIGIENDO_IZQ
22.976,0.87639,1.50000,0.84383,CORRIGIENDO_IZQ
23.008,0.87138,1.50000,0.86024,CORRIGIENDO_IZQ
23.040,0.92997,1.50000,0.90270,CORRIGIENDO_IZQ
23.072,1.50000,1.50000,1.27124,CORRIGIENDO_IZQ
23.104,1.50000,1.50000,1.41201,CORRIGIENDO_IZQ
23.136,1.50000,1.50000,1.46575,CORRIGIENDO_IZQ
23.168,1.50000,1.50000,1.48628,CORRIGIENDO_IZQ
23.200,1.50000,1.50000,1.49414,AVANZAR
23.232,1.50000,1.50000,1.49703,AVANZAR
23.264,1.50000,1.50000,1.49810,AVANZAR
23.296,1.50000,1.50000,1.49851,AVANZAR
23.328,1.50000,1.50000,1.49869,AVANZAR
23.360,1.50000,1.50000,1.49876,AVANZAR
23.392,1.50000,1.50000,1.49874,AVANZAR
23.424,1.50000,1.50000,1.49878,AVANZAR
23.456,1.50000,1.50000,1.49880,AVANZAR
23.488,1.50000,1.50000,1.49878,AVANZAR
23.520,1.50000,1.50000,1.49877,AVANZAR
23.552,1.50000,1.50000,1.49879,AVANZAR
23.584,1.50000,1.50000,1.49880,AVANZAR
23.616,1.50000,1.50000,1.49878,AVANZAR
23.648,1.50000,1.50000,1.49877,AVANZAR
23.680,1.50000,1.50000,1.49879,AVANZAR
23.712,1.50000,1.50000,1.49880,AVANZAR
23.744,1.50000,1.50000,1.49876,AVANZAR
23.776,1.50000,1.50000,1.49879,AVANZAR
23.808,1.50000,1.50000,1.49880,AVANZAR
23.840,1.50000,1.50000,1.49878,AVANZAR
23.872,1.50000,1.50000,1.49877,AVANZAR
23.904,1.50000,1.50000,1.49879,AVANZAR
23.936,1.50000,1.50000,1.49880,AVANZAR
23.968,1.50000,1.50000,1.49878,AVANZAR
24.000,1.50000,1.50000,1.49877,AVANZAR
24.032,1.50000,1.50000,1.49879,AVANZAR
24.064,1.50000,1.50000,1.49880,AVANZAR
24.096,1.50000,1.50000,1.49876,AVANZAR
24.128,1.50000,1.50000,1.49879,AVANZAR
24.160,1.50000,1.50000,1.49880,AVANZAR
24.192,1.50000,1.50000,1.49878,AVANZAR
24.224,1.50000,1.50000,1.49877,AVANZAR
24.256,1.50000,1.50000,1.49879,AVANZAR
24.288,1.50000,1.50000,1.49880,AVANZAR
24.320,1.50000,1.50000,1.49876,AVANZAR
24.352,1.50000,1.50000,1.49879,AVANZAR
24.384,1.50000,1.50000,1.49880,AVANZAR
24.416,1.50000,1.50000,1.49880,AVANZAR
24.448,1.50000,1.50000,1.49876,AVANZAR
24.480,1.50000,1.50000,1.49879,AVANZAR
24.512,1.50000,1.50000,1.49880,AVANZAR
24.544,1.50000,1.50000,1.49878,AVANZAR
24.576,1.50000,1.50000,1.49877,AVANZAR
24.608,1.50000,1.50000,1.49879,AVANZAR
24.640,1.50000,1.50000,1.49880,AVANZAR
24.672,1.50000,1.50000,1.49876,AVANZAR
24.704,1.50000,1.50000,1.49879,AVANZAR
24.736,1.50000,1.50000,1.49880,AVANZAR
24.768,1.50000,1.50000,1.49878,AVANZAR
24.800,1.50000,1.50000,1.49877,AVANZAR
24.832,1.50000,1.50000,1.49879,AVANZAR
24.864,1.50000,1.50000,1.49880,AVANZAR
24.896,1.50000,1.50000,1.49878,AVANZAR
24.928,1.50000,1.50000,1.49877,AVANZAR
24.960,1.50000,1.50000,1.49879,AVANZAR
24.992,1.50000,1.50000,1.49880,AVANZAR
25.024,1.50000,1.50000,1.49876,AVANZAR
25.056,1.50000,1.50000,1.49879,AVANZAR
25.088,1.50000,1.50000,1.49880,AVANZAR
25.120,1.50000,1.50000,1.49878,AVANZAR
25.152,1.50000,1.50000,1.49877,AVANZAR
25.184,1.50000,1.50000,1.49879,AVANZAR
25.216,1.50000,1.50000,1.49880,AVANZAR
25.248,1.50000,1.50000,1.49878,AVANZAR
25.280,1.50000,1.50000,1.49877,AVANZAR
25.312,1.50000,1.50000,1.49879,AVANZAR
25.344,1.50000,1.50000,1.49880,AVANZAR
25.376,1.50000,1.50000,1.49876,AVANZAR
25.408,1.50000,1.50000,1.49879,AVANZAR
25.440,1.50000,1.50000,1.49880,AVANZAR
25.472,1.50000,1.50000,1.49878,AVANZAR
25.504,1.50000,1.50000,1.49877,AVANZAR
25.536,1.50000,1.50000,1.49879,AVANZAR
25.568,1.50000,1.50000,1.49880,AVANZAR
25.600,1.50000,1.50000,1.49876,AVANZAR
25.632,1.50000,1.50000,1.49879,AVANZAR
25.664,1.50000,1.50000,1.49880,AVANZAR
25.696,1.50000,1.50000,1.49880,AVANZAR
25.728,1.50000,1.50000,1.49876,AVANZAR
25.760,1.50000,1.50000,1.49879,AVANZAR
25.792,1.50000,1.50000,1.49880,AVANZAR
25.824,1.50000,1.50000,1.49878,AVANZAR
25.856,1.50000,1.50000,1.49877,AVANZAR
25.888,1.50000,1.50000,1.49879,AVANZAR
25.920,1.50000,1.50000,1.49880,AVANZAR
25.952,1.50000,1.50000,1.49876,AVANZAR
25.984,1.50000,1.50000,1.49879,AVANZAR
26.016,1.50000,1.50000,1.49880,AVANZAR
26.048,1.50000,1.50000,1.49878,AVANZAR
26.080,1.50000,1.50000,1.49877,AVANZAR
26.112,1.50000,1.50000,1.49879,AVANZAR
26.144,1.50000,1.50000,1.49880,AVANZAR
26.176,1.50000,1.50000,1.49878,AVANZAR
26.208,1.50000,1.50000,1.49877,AVANZAR
26.240,1.50000,1.50000,1.49879,AVANZAR
26.272,1.50000,1.50000,1.49880,AVANZAR
26.304,1.50000,1.50000,1.49876,AVANZAR
26.336,1.50000,1.50000,1.49879,AVANZAR
26.368,1.50000,1.50000,1.49880,AVANZAR
26.400,1.50000,1.50000,1.49878,AVANZAR
26.432,1.50000,1.50000,1.49877,AVANZAR
26.464,1.50000,1.50000,1.49879,AVANZAR
26.496,1.50000,1.50000,1.49880,AVANZAR
26.528,1.50000,1.50000,1.49878,AVANZAR
26.560,1.50000,1.50000,1.49877,AVANZAR
26.592,1.50000,1.50000,1.49879,AVANZAR
26.624,1.50000,1.50000,1.49880,AVANZAR
26.656,1.50000,1.50000,1.49876,AVANZAR
26.688,1.50000,1.50000,1.49879,AVANZAR
26.720,1.50000,1.50000,1.49880,AVANZAR
26.752,1.50000,1.50000,1.49878,AVANZAR
26.784,1.50000,1.50000,1.49877,AVANZAR
26.816,1.50000,1.50000,1.49879,AVANZAR
26.848,1.50000,1.50000,1.49880,AVANZAR
26.880,1.50000,1.50000,1.49876,AVANZAR
26.912,1.50000,1.50000,1.49879,AVANZAR
26.944,1.50000,1.50000,1.49880,AVANZAR
26.976,1.50000,1.50000,1.49880,AVANZAR
27.008,1.50000,1.50000,1.49876,AVANZAR
27.040,1.50000,1.50000,1.49879,AVANZAR
27.072,1.50000,1.50000,1.49880,AVANZAR
27.104,1.50000,1.50000,1.49878,AVANZAR
27.136,1.50000,1.50000,1.49877,AVANZAR
27.168,1.50000,1.50000,1.49879,AVANZAR
27.200,1.50000,1.50000,1.49880,AVANZAR
27.232,1.50000,1.50000,1.49876,AVANZAR
27.264,1.50000,1.50000,1.49879,AVANZAR
27.296,1.50000,1.50000,1.49880,AVANZAR
27.328,1.50000,1.50000,1.49878,AVANZAR
27.360,1.50000,1.50000,1.49877,AVANZAR
27.392,1.50000,1.50000,1.49879,AVANZAR
27.424,1.50000,1.50000,1.49880,AVANZAR
27.456,1.50000,1.50000,1.49878,AVANZAR
27.488,1.50000,1.50000,1.49877,AVANZAR
27.520,1.50000,1.50000,1.49879,AVANZAR
27.552,1.50000,1.50000,1.49880,AVANZAR
27.584,1.50000,1.50000,1.49876,AVANZAR
27.616,1.50000,1.50000,1.49879,AVANZAR
27.648,1.50000,1.50000,1.49880,AVANZAR
27.680,1.50000,1.50000,1.49878,AVANZAR
27.712,1.50000,1.50000,1.49877,AVANZAR
27.744,1.50000,1.50000,1.49879,AVANZAR
27.776,1.50000,1.50000,1.49880,AVANZAR
27.808,1.50000,1.50000,1.49878,AVANZAR
27.840,1.50000,1.50000,1.49877,AVANZAR
27.872,1.50000,1.50000,1.49879,AVANZAR
27.904,1.50000,1.50000,1.49880,AVANZAR
27.936,1.50000,1.50000,1.49876,AVANZAR
27.968,1.50000,1.50000,1.49879,AVANZAR
28.000,1.50000,1.50000,1.49880,AVANZAR
28.032,1.50000,1.50000,1.49878,AVANZAR
28.064,1.50000,1.50000,1.49877,AVANZAR
28.096,1.50000,1.50000,1.49879,AVANZAR
28.128,1.50000,1.50000,1.49880,AVANZAR
28.160,1.50000,1.50000,1.49876,AVANZAR
28.192,1.50000,1.50000,1.49879,AVANZAR
28.224,1.50000,1.50000,1.49880,AVANZAR
28.256,1.50000,1.50000,1.49880,AVANZAR
28.288,1.50000,1.50000,1.49876,AVANZAR
28.320,1.50000,1.50000,1.49879,AVANZAR
28.352,1.50000,1.50000,1.49880,AVANZAR
28.384,1.50000,1.50000,1.49878,AVANZAR
28.416,1.50000,1.50000,1.49877,AVANZAR
28.448,1.50000,1.50000,1.49879,AVANZAR
28.480,1.50000,1.50000,1.49880,AVANZAR
28.512,1.50000,1.50000,1.49876,AVANZAR
28.544,1.50000,1.50000,1.49879,AVANZAR
28.576,1.50000,1.50000,1.49880,AVANZAR
28.608,1.50000,1.50000,1.49878,AVANZAR
28.640,1.50000,1.50000,1.49877,AVANZAR
28.672,1.50000,1.50000,1.49879,AVANZAR
28.704,1.50000,1.50000,1.49880,AVANZAR
28.736,1.50000,1.50000,1.49878,AVANZAR
28.768,1.50000,1.50000,1.49877,AVANZAR
28.800,1.50000,1.50000,1.49879,AVANZAR
28.832,1.50000,1.50000,1.49880,AVANZAR
28.864,1.50000,1.50000,1.49876,AVANZAR
28.896,1.50000,1.50000,1.49879,AVANZAR
28.928,1.50000,1.50000,1.49880,AVANZAR
28.960,1.50000,1.50000,1.49878,AVANZAR
28.992,1.50000,1.50000,1.49877,AVANZAR
29.024,1.50000,1.50000,1.49879,AVANZAR
29.056,1.50000,1.50000,1.49880,AVANZAR
29.088,1.50000,1.50000,1.49878,AVANZAR
29.120,1.50000,1.50000,1.49877,AVANZAR
29.152,1.50000,1.50000,1.49879,AVANZAR
29.184,1.50000,1.50000,1.49880,AVANZAR
29.216,1.50000,1.50000,1.49876,AVANZAR
29.248,1.50000,1.50000,1.49879,AVANZAR
29.280,1.50000,1.50000,1.49880,AVANZAR
29.312,1.50000,1.50000,1.49878,AVANZAR
29.344,1.50000,1.50000,1.49877,AVANZAR
29.376,1.50000,1.50000,1.49879,AVANZAR
29.408,1.50000,1.50000,1.49880,AVANZAR
29.440,1.50000,1.50000,1.49876,AVANZAR
29.472,1.50000,1.50000,1.49879,AVANZAR
29.504,1.50000,1.50000,1.49880,AVANZAR
29.536,1.50000,1.50000,1.49880,AVANZAR
29.568,1.50000,1.50000,1.49876,AVANZAR
29.600,1.50000,1.50000,1.49879,AVANZAR
29.632,1.50000,1.50000,1.49880,AVANZAR
29.664,1.50000,1.50000,1.49878,AVANZAR
29.696,1.50000,1.50000,1.49877,AVANZAR
29.728,1.50000,1.50000,1.49879,AVANZAR
29.760,1.50000,1.50000,1.49880,AVANZAR
29.792,1.50000,1.50000,1.49876,AVANZAR
29.824,1.50000,1.50000,1.49879,AVANZAR
29.856,1.50000,1.50000,1.49880,AVANZAR
29.888,1.50000,1.50000,1.49880,AVANZAR
29.920,1.50000,1.50000,1.49876,AVANZAR
29.952,1.50000,1.50000,1.49879,AVANZAR
29.984,1.50000,1.50000,1.49880,AVANZAR
30.016,1.50000,1.50000,1.49878,AVANZAR
30.048,1.50000,1.50000,1.49877,AVANZAR
30.080,1.50000,1.50000,1.49879,AVANZAR
30.112,1.50000,1.50000,1.49880,AVANZAR
30.144,1.50000,1.50000,1.49876,AVANZAR
30.176,1.50000,1.50000,1.49879,AVANZAR
30.208,1.50000,1.50000,1.49880,AVANZAR
30.240,1.50000,1.50000,1.49878,AVANZAR
30.272,1.50000,1.50000,1.49877,AVANZAR
30.304,1.50000,1.50000,1.49879,AVANZAR
30.336,1.50000,1.50000,1.49880,AVANZAR
30.368,1.50000,1.50000,1.49878,AVANZAR
30.400,1.50000,1.50000,1.49877,AVANZAR
30.432,1.50000,1.50000,1.49879,AVANZAR
30.464,1.50000,1.50000,1.49880,AVANZAR
30.496,1.50000,1.50000,1.49876,AVANZAR
30.528,1.50000,1.50000,1.49879,AVANZAR
30.560,1.50000,1.50000,1.49880,AVANZAR
30.592,1.50000,1.50000,1.49878,AVANZAR
30.624,1.50000,1.50000,1.49877,AVANZAR
30.656,1.50000,1.50000,1.49879,AVANZAR
30.688,1.50000,1.50000,1.49880,AVANZAR
30.720,1.50000,1.50000,1.49876,AVANZAR
30.752,1.50000,1.50000,1.49879,AVANZAR
30.784,1.50000,1.50000,1.49880,AVANZAR
30.816,1.50000,1.50000,1.49880,AVANZAR
30.848,1.50000,1.50000,1.49876,AVANZAR
30.880,1.50000,1.50000,1.49879,AVANZAR
30.912,1.50000,1.50000,1.49880,AVANZAR
30.944,1.50000,1.50000,1.49878,AVANZAR
30.976,1.50000,1.50000,1.49877,AVANZAR
31.008,1.50000,1.50000,1.49879,AVANZAR
31.040,1.50000,1.50000,1.49880,AVANZAR
31.072,1.50000,1.50000,1.49876,AVANZAR
31.104,1.50000,1.50000,1.49879,AVANZAR
31.136,1.50000,1.50000,1.49880,AVANZAR
31.168,1.50000,1.50000,1.49880,AVANZAR
31.200,1.50000,1.50000,1.49876,AVANZAR
31.232,1.50000,1.50000,1.49879,AVANZAR
31.264,1.50000,1.50000,1.49880,AVANZAR
31.296,1.50000,1.50000,1.49878,AVANZAR
31.328,1.50000,1.50000,1.49877,AVANZAR
31.360,1.50000,1.50000,1.49879,AVANZAR
31.392,1.50000,1.50000,1.49880,AVANZAR
31.424,1.50000,1.50000,1.49876,AVANZAR
31.456,1.50000,1.50000,1.49879,AVANZAR
31.488,1.50000,1.50000,1.49880,AVANZAR
31.520,1.50000,1.50000,1.49878,AVANZAR
31.552,1.50000,1.50000,1.49877,AVANZAR
31.584,1.50000,1.50000,1.49879,AVANZAR
31.616,1.50000,1.50000,1.49880,AVANZAR
31.648,1.50000,1.50000,1.49878,AVANZAR
31.680,1.50000,1.50000,1.49877,AVANZAR
31.712,1.50000,1.50000,1.49879,AVANZAR
31.744,1.50000,1.50000,1.49880,AVANZAR
31.776,1.50000,1.50000,1.49876,AVANZAR
31.808,1.50000,1.50000,1.49879,AVANZAR
31.840,1.50000,1.50000,1.49880,AVANZAR
31.872,1.50000,1.50000,1.49878,AVANZAR
31.904,1.50000,1.50000,1.49877,AVANZAR
31.936,1.50000,1.50000,1.49879,AVANZAR
31.968,1.50000,1.50000,1.49880,AVANZAR
32.000,1.50000,1.50000,1.49878,AVANZAR
32.032,1.50000,1.50000,1.49877,AVANZAR
32.064,1.50000,1.50000,1.49879,AVANZAR
32.096,1.50000,1.50000,1.49880,AVANZAR
32.128,1.50000,1.50000,1.49876,AVANZAR
32.160,1.50000,1.50000,1.49879,AVANZAR
32.192,1.50000,1.50000,1.49880,AVANZAR
32.224,1.50000,1.50000,1.49878,AVANZAR
32.256,1.50000,1.50000,1.49877,AVANZAR
32.288,1.50000,1.50000,1.49879,AVANZAR
32.320,1.50000,1.50000,1.49880,AVANZAR
32.352,1.50000,1.50000,1.49876,AVANZAR
32.384,1.50000,1.50000,1.49879,AVANZAR
